;number;text;x1;y1;x2;y2;fixations;fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;fix_duration_avg;pupil;first_fix_duration
20;20;coffee.;529;355;626;373;[1431, 1432];1.1161;2;15.7877;16.1552;364.0;0.0;2;371.0599293933291;0.5581;15.97;0.2102
21;21;However,;648;355;761;376;[1433];0.3395;1;16.3483;16.7879;365.5;1.5;2;365.44768;0.3395;16.57;0.3395
22;22;it;784;354;809;373;[];0.0;0;;;363.5;2.0;2;385.6950080068219;;;0.0
23;23;is;829;354;854;373;[];0.0;0;;;363.5;0.0;2;401.31030288466604;;;0.0
24;24;important;874;354;1004;378;[1434];0.2426;1;14.6756;14.8298;366.0;2.5;2;416.8090718798985;0.2426;14.75;0.2426
25;25;to;1024;355;1050;373;[1435];0.2912;1;14.6757;14.8122;364.0;2.0;2;510.98305177508814;0.2912;14.74;0.2912
26;26;note;1069;355;1125;373;[1436];0.194;1;6.9446;10.3536;364.0;0.0;2;543.132579764262;0.194;8.65;0.194
27;27;that;1144;354;1199;373;[1437];0.1938;1;9.9362;8.9948;363.5;0.5;2;600.3958687411018;0.1938;9.47;0.1938
28;28;everyone;41;458;157;477;[];0.0;0;;;467.5;104.0;3;577.1068616481548;;;0.0
29;29;responds;179;453;292;477;[1438, 1439];0.6633;2;12.99;14.4865;465.0;2.5;3;461.2811396116065;0.3316;13.74;0.2752
30;30;differently;310;453;472;477;[1440];0.3721;1;13.0397;14.5156;465.0;0.0;3;330.32948666654386;0.3721;13.78;0.3721
31;31;to;491;454;517;472;[];0.0;0;;;463.0;2.0;3;309.8328042047556;;;0.0
32;32;caffeine,;536;453;663;475;[1441];0.3559;1;13.5418;15.1664;464.0;1.0;3;266.53835836776364;0.3559;14.35;0.3559
33;33;so;687;458;712;472;[];0.0;0;;;465.0;1.0;3;269.9864562554618;;;0.0
34;34;some;732;458;787;472;[1442];0.5176;1;13.9126;13.806;465.0;0.0;3;276.4995597851512;0.5176;13.86;0.5176
35;35;people;806;453;892;477;[];0.0;0;;;465.0;0.0;3;297.3913814510811;;;0.0
36;36;may;910;458;952;477;[];0.0;0;;;467.5;2.5;3;357.1492933793687;;;0.0
37;37;be;971;453;997;472;[1443];0.388;1;14.2615;14.8442;462.5;5.0;3;404.019740311513;0.388;14.55;0.388
38;38;more;1015;458;1072;472;[1444];0.2425;1;9.8942;10.7984;465.0;2.5;3;437.7901033159411;0.2425;10.35;0.2425
39;39;sensitive;1092;453;1222;472;[];0.0;0;;;462.5;2.5;3;500.72603942813123;;;0.0
40;40;to;56;553;82;571;[];0.0;0;;;562.0;99.5;4;612.1600819404858;;;0.0
41;41;its;102;552;142;571;[];0.0;0;;;561.5;0.5;4;554.784395888513;;;0.0
42;42;effects;161;553;262;571;[1445];0.3074;1;12.8112;14.2396;562.0;0.5;4;442.12808768656896;0.3074;13.53;0.3074
43;43;and;281;552;322;571;[];0.0;0;;;561.5;0.5;4;387.45710204019025;;;0.0
44;44;should;342;552;427;571;[1446];0.3721;1;11.7766;13.6776;561.5;0.0;4;296.7795240938674;0.3721;12.73;0.3721
45;45;not;446;553;487;571;[];0.0;0;;;562.0;0.5;4;250.04768729460866;;;0.0
46;46;consume;506;557;607;571;[1447];0.3071;1;12.1315;14.0964;564.0;2.0;4;181.70130963034472;0.3071;13.11;0.3071
47;47;more;625;557;682;571;[1448];0.4366;1;12.7458;13.2;564.0;0.0;4;170.44768;0.4366;12.97;0.4366
48;48;than;701;552;757;571;[];0.0;0;;;561.5;2.5;4;173.25238792404102;;;0.0
49;49;900;776;553;818;571;[1449, 1450];0.8572;2;13.683;12.1784;562.0;0.5;4;200.74508691717065;0.4286;12.93;0.3719
50;50;mg;835;555;863;576;[];0.0;0;;;565.5;3.5;4;233.6959073697749;;;0.0
51;51;per;881;557;922;576;[];0.0;0;;;566.5;1.0;4;268.1682179554139;;;0.0
52;52;day.;940;552;993;576;[];0.0;0;;;564.0;2.5;4;316.699948091853;;;0.0
53;53;Additionally,;1015;552;1203;576;[1451, 1452, 1453];0.938;3;11.1149;11.7736;564.0;0.0;4;382.66311178552655;0.3127;11.44;0.3235
54;54;pregnant;26;652;142;675;[1454];0.34;1;13.3143;13.5847;663.5;99.5;5;532.1171003467023;0.34;13.45;0.34
55;55;women;159;656;232;670;[];0.0;0;;;663.0;0.5;5;443.74173263440343;;;0.0
56;56;and;251;651;292;670;[1455];0.2587;1;12.5822;13.846;660.5;2.5;5;384.6459219612011;0.2587;13.21;0.2587
57;57;children;311;651;427;670;[1456];0.2266;1;11.6357;14.2803;660.5;0.0;5;253.2398967014921;0.2266;12.96;0.2266
58;58;should;447;651;532;670;[1457];0.3074;1;12.2315;13.5867;660.5;0.0;5;155.35612405496732;0.3074;12.91;0.3074
59;59;limit;551;651;622;670;[];0.0;0;;;660.5;0.0;5;86.04745947081993;;;0.0
60;60;their;641;651;712;670;[1458];0.2591;1;13.1472;12.7738;660.5;0.0;5;71.44767999999999;0.2591;12.96;0.2591
61;61;caffeine;731;651;847;670;[1459];0.2587;1;12.0344;11.4218;660.5;0.0;5;93.97674862104137;0.2587;11.73;0.2587
62;62;consumption,;866;651;1038;675;[1460];0.2753;1;12.6897;12.9171;663.0;2.5;5;207.0026871356563;0.2753;12.8;0.2753
63;63;and;1061;651;1102;670;[];0.0;0;;;660.5;2.5;5;397.5214576364179;;;0.0
64;64;caffeine;1121;651;1237;670;[1461, 1466];1.0511;2;11.0683;9.21;660.5;0.0;5;456.671730328671;0.5255;10.14;0.566
65;65;and;454;750;495;769;[];0.0;0;;;759.5;99.0;6;175.16091025506347;;;0.0
66;66;alcohol;514;750;614;769;[1462];0.3559;1;12.0702;13.3061;759.5;0.0;6;56.601841678362376;0.3559;12.69;0.3559
67;67;can;634;755;675;769;[1467, 1468];0.4692;2;14.2658;15.4931;762.0;2.5;6;13.552320000000009;0.2346;14.88;0.2265
68;68;be;694;750;720;769;[1463];0.4206;1;13.1377;13.0073;759.5;2.5;6;25.523488816821267;0.4206;13.07;0.4206
69;69;mixed.;738;750;821;769;[1464, 1465];0.9379;2;13.8758;14.7313;759.5;0.0;6;68.58332509715754;0.4689;14.3;0.5339
