;number;text;x1;y1;x2;y2;fixations;fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;fix_duration_avg;pupil;first_fix_duration
41;41;away;837;507;894;526;[];0.0;0;;;516.5;5.0;3;225.23970998377357;;;0.0
42;42;from;913;503;969;521;[];0.0;0;;;512.0;4.5;3;271.51501570553046;;;0.0
43;43;the;987;502;1028;521;[];0.0;0;;;511.5;0.5;3;324.364664773422;;;0.0
44;44;Sun,;1047;503;1099;525;[];0.0;0;;;514.0;2.5;3;370.3337261357308;;;0.0
45;45;we;1120;507;1148;521;[];0.0;0;;;514.0;0.0;3;435.13673684667725;;;0.0
46;46;get;1166;504;1208;526;[];0.0;0;;;515.0;1.0;3;473.9533721301859;;;0.0
47;47;winter.;85;601;184;620;[950];0.6958;1;14.4429;15.414;610.5;95.5;4;563.6461811398834;0.6958;14.93;0.6958
48;48;And;205;601;248;620;[];0.0;0;;;610.5;0.0;4;500.98040831311386;;;0.0
49;49;when;265;601;322;620;[951];0.3073;1;13.728;14.67;610.5;0.0;4;429.01445373503947;0.3073;14.2;0.3073
50;50;it's;342;601;397;620;[952];0.6632;1;13.609;15.2923;610.5;0.0;4;356.92576470965827;0.6632;14.45;0.6632
51;51;in;417;601;442;620;[];0.0;0;;;610.5;0.0;4;314.32715681845616;;;0.0
52;52;between,;462;601;574;623;[953];0.259;1;13.8214;14.5787;612.0;1.5;4;194.0359560328301;0.259;14.2;0.259
53;53;we;595;606;623;620;[];0.0;0;;;613.0;1.0;4;157.1444224704599;;;0.0
54;54;get;641;603;682;625;[];0.0;0;;;614.0;1.0;4;116.80570497015285;;;0.0
55;55;spring;702;601;788;625;[954];0.3721;1;14.5511;14.8314;613.0;1.0;4;102.93088;0.3721;14.69;0.3721
56;56;and;807;601;848;620;[955];0.2587;1;14.4151;15.1823;610.5;2.5;4;128.5258009645317;0.2587;14.8;0.2587
57;57;fall.;867;601;934;620;[];0.0;0;;;610.5;0.0;4;168.79858267643846;;;0.0
58;58;It's;957;602;1012;620;[956];0.2268;1;15.4948;15.7641;611.0;0.5;4;244.85522562031312;0.2268;15.63;0.2268
59;59;not;1032;603;1072;620;[957, 958];0.712;2;14.1644;14.9001;611.5;0.5;4;313.92145755518925;0.356;14.53;0.275
60;60;rocket;1094;601;1177;620;[];0.0;0;;;610.5;1.0;4;372.7517907583738;;;0.0
61;61;science,;499;700;611;722;[959];0.2913;1;13.9395;15.4506;711.0;100.5;5;126.35526895849802;0.2913;14.7;0.2913
62;62;Mom.;633;701;686;719;[960];0.5018;1;13.7068;15.0712;710.0;1.0;5;51.98883797099517;0.5018;14.39;0.5018
63;63;Jeez.;709;701;776;719;[961];0.0969;1;10.5189;13.0642;710.0;0.0;5;8.930880000000002;0.0969;11.79;0.0969
